person_id,first_name,last_name,display_first_last,display_last_comma_first,display_fi_last,player_slug,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,games_played_current_season_flag,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag
98,Nick,Anderson,Nick Anderson,"Anderson, Nick",N. Anderson,nick-anderson,1968-01-20 00:00:00,Illinois,USA,Illinois/USA,6-6,228,14.0,5,Forward-Guard,Inactive,N,1610612753,Magic,ORL,magic,Orlando,nick_anderson,1989.0,2002.0,N,Y,Y,1989,1,11,N
1000,Shandon,Anderson,Shandon Anderson,"Anderson, Shandon",S. Anderson,shandon-anderson,1973-12-31 00:00:00,Georgia,USA,Georgia/USA,6-6,215,10.0,49,Guard-Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,shandon_anderson,1996.0,2005.0,N,Y,Y,1996,2,54,N
335,Willie,Anderson,Willie Anderson,"Anderson, Willie",W. Anderson,willie-anderson,1967-01-08 00:00:00,Georgia,USA,Georgia/USA,6-8,200,8.0,35,Guard-Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,willie_anderson,1988.0,1996.0,N,Y,Y,1988,1,10,N
1512,Chris,Anstey,Chris Anstey,"Anstey, Chris",C. Anstey,chris-anstey,1975-01-01 00:00:00,South East Melbourne,Australia,South East Melbourne/Australia,7-0,249,2.0,22,Center,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,chris_anstey,1997.0,1999.0,N,Y,Y,1997,1,18,N
21,Greg,Anthony,Greg Anthony,"Anthony, Greg",G. Anthony,greg-anthony,1967-11-15 00:00:00,UNLV,USA,UNLV/USA,6-1,180,11.0,50,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,greg_anthony,1991.0,2001.0,N,Y,Y,1991,1,12,N
201202,Joel,Anthony,Joel Anthony,"Anthony, Joel",J. Anthony,joel-anthony,1982-08-09 00:00:00,UNLV,Canada,UNLV/Canada,6-9,245,11.0,30,Center,Inactive,N,1610612748,Heat,MIA,heat,Miami,joel_anthony,2007.0,2016.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203544,Pero,Antic,Pero Antic,"Antic, Pero",P. Antic,pero-antic,1982-07-29 00:00:00,Olympiacos,Macedonia,Olympiacos/Macedonia,6-11,260,2.0,6,Forward-Center,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,pero_antic,2013.0,2014.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76061,Bob,Armstrong,Bob Armstrong,"Armstrong, Bob",B. Armstrong,bob-armstrong,1933-06-17 00:00:00,Michigan State,USA,Michigan State/USA,6-8,220,1.0,19,Center,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_bob_armstrong,1956.0,1956.0,N,Y,Y,1955,,,N
353,Darrell,Armstrong,Darrell Armstrong,"Armstrong, Darrell",D. Armstrong,darrell-armstrong,1968-06-22 00:00:00,Fayetteville State,USA,Fayetteville State/USA,6-1,180,15.0,10,Guard,Inactive,N,1610612753,Magic,ORL,magic,Orlando,darrell_armstrong,1994.0,2007.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76063,Jay,Arnette,Jay Arnette,"Arnette, Jay",J. Arnette,jay-arnette,1938-12-19 00:00:00,Texas-Austin,USA,Texas-Austin/USA,6-2,175,3.0,21,Guard,Inactive,N,1610612758,Royals,CIN,kings,Cincinnati,HISTADD_jay_arnette,1963.0,1965.0,N,Y,Y,1960,2,9,N
2306,Carlos,Arroyo,Carlos Arroyo,"Arroyo, Carlos",C. Arroyo,carlos-arroyo,1979-07-30 00:00:00,Florida International,Puerto Rico,Florida International/Puerto Rico,6-2,200,10.0,45,Guard,Inactive,N,1610612753,Magic,ORL,magic,Orlando,carlos_arroyo,2001.0,2010.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
201589,Darrell,Arthur,Darrell Arthur,"Arthur, Darrell",D. Arthur,darrell-arthur,1988-03-25 00:00:00,Kansas,USA,Kansas/USA,6-9,235,10.0,00,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,darrell_arthur,2008.0,2017.0,N,Y,Y,2008,1,27,N
278,Stacey,Augmon,Stacey Augmon,"Augmon, Stacey",S. Augmon,stacey-augmon,1968-08-01 00:00:00,UNLV,USA,UNLV/USA,6-8,213,16.0,2,Forward-Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,stacey_augmon,1991.0,2005.0,N,Y,Y,1991,1,9,N
201571,D.J.,Augustin,D.J. Augustin,"Augustin, D.J.",D. Augustin,dj-augustin,1987-11-10 00:00:00,University of Texas at Austin,USA,Texas-Austin/USA,5-11,183,15.0,4,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,d.j._augustin,2008.0,2021.0,N,Y,Y,2008,1,9,N
138,Anthony,Avent,Anthony Avent,"Avent, Anthony",A. Avent,anthony-avent,1969-10-18 00:00:00,Seton Hall,USA,Seton Hall/USA,6-9,240,6.0,30,Center,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,anthony_avent,1992.0,1999.0,N,Y,Y,1991,1,15,N
76078,Dennis,Awtrey,Dennis Awtrey,"Awtrey, Dennis",D. Awtrey,dennis-awtrey,1948-02-22 00:00:00,Santa Clara,USA,Santa Clara/USA,6-10,235,12.0,20,Center,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_dennis_awtrey,1970.0,1981.0,N,Y,Y,1970,3,46,N
1630555,Joel,Ayayi,Joel Ayayi,"Ayayi, Joel",J. Ayayi,joel-ayayi,2000-03-05 00:00:00,Gonzaga,France,Gonzaga/France,6-4,180,2.0,,Guard,Inactive,N,0,,,,,joel_ayayi,2021.0,2021.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
202970,Gustavo,Ayon,Gustavo Ayon,"Ayon, Gustavo",G. Ayon,gustavo-ayon,1985-04-01 00:00:00,Baloncesto Fuenlabrada,Mexico,Baloncesto Fuenlabrada/Mexico,,,3.0,,,Inactive,N,0,,,,,gustavo_ayon,2011.0,2016.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
101235,Kelenna,Azubuike,Kelenna Azubuike,"Azubuike, Kelenna",K. Azubuike,kelenna-azubuike,1983-12-16 00:00:00,Kentucky,United Kingdom,Kentucky/United Kingdom,6-5,215,5.0,4,Guard,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,kelenna_azubuike,2006.0,2011.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76080,Johnny,Bach,Johnny Bach,"Bach, Johnny",J. Bach,johnny-bach,1924-07-10 00:00:00,Fordham,USA,Fordham/USA,6-2,180,1.0,17,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_johnny_bach,1948.0,1948.0,N,Y,Y,1948,,,N
1628407,Dwayne,Bacon,Dwayne Bacon,"Bacon, Dwayne",D. Bacon,dwayne-bacon,1995-08-30 00:00:00,Florida State,USA,Florida State/USA,6-6,221,5.0,8,Guard-Forward,Inactive,Y,1610612753,Magic,ORL,magic,Orlando,dwayne_bacon,2017.0,2020.0,Y,Y,Y,2017,2,40,N
76081,Jim,Baechtold,Jim Baechtold,"Baechtold, Jim",J. Baechtold,jim-baechtold,1927-12-09 00:00:00,Eastern Kentucky,USA,Eastern Kentucky/USA,6-4,205,5.0,10,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_jim_baechtold,1952.0,1956.0,N,Y,Y,1952,1,2,N
1628963,Marvin,Bagley III,Marvin Bagley III,"Bagley III, Marvin",M. Bagley III,marvin-bagley-iii,1999-03-14 00:00:00,Duke,USA,Duke/USA,6-10,235,4.0,35,Forward,Active,Y,1610612765,Pistons,DET,pistons,Detroit,marvin_bagley_iii,2018.0,2022.0,N,Y,Y,2018,1,2,N
76084,Carl,Bailey,Carl Bailey,"Bailey, Carl",C. Bailey,carl-bailey,1958-04-23 00:00:00,Tuskegee,USA,Tuskegee/USA,7-0,210,1.0,21,Center,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_carl_bailey,1981.0,1981.0,N,Y,Y,1980,3,66,N
76085,James,Bailey,James Bailey,"Bailey, James",J. Bailey,james-bailey,1957-05-21 00:00:00,Rutgers,USA,Rutgers/USA,6-9,220,9.0,2,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_james_bailey,1979.0,1987.0,N,Y,Y,1979,1,6,N
1858,Mark,Baker,Mark Baker,"Baker, Mark",M. Baker,mark-baker,1969-11-11 00:00:00,Ohio State,USA,Ohio State/USA,6-1,175,1.0,,Guard,Inactive,N,0,,,,,mark_baker,1998.0,1998.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1627758,Ron,Baker,Ron Baker,"Baker, Ron",R. Baker,ron-baker,1993-03-30 00:00:00,Wichita State,USA,Wichita State/USA,6-4,220,3.0,,Guard,Inactive,N,0,,,,,ron_baker,2016.0,2018.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1627735,Wade,Baldwin IV,Wade Baldwin IV,"Baldwin IV, Wade",W. Baldwin IV,wade-baldwin-iv,1996-03-29 00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-4,200,3.0,,Guard,Inactive,N,0,,,,,wade_baldwin iv,2016.0,2018.0,Y,Y,Y,2016,1,17,N
1630217,Desmond,Bane,Desmond Bane,"Bane, Desmond",D. Bane,desmond-bane,1998-06-25 00:00:00,TCU,USA,TCU/USA,6-5,215,2.0,22,Guard,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,desmond_bane,2020.0,2022.0,N,Y,Y,2020,1,30,N
76097,Stephen,Bardo,Stephen Bardo,"Bardo, Stephen",S. Bardo,stephen-bardo,1968-04-05 00:00:00,Illinois,USA,Illinois/USA,6-5,190,3.0,25,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,HISTADD_stephen_bardo,1991.0,1995.0,N,Y,Y,1990,2,41,N
76099,Tom,Barker,Tom Barker,"Barker, Tom",T. Barker,tom-barker,1955-03-11 00:00:00,Hawaii,USA,Hawaii/USA,6-11,225,2.0,6,Center,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_tom_barker,1976.0,1978.0,N,Y,Y,1976,4,53,N
2057,Erick,Barkley,Erick Barkley,"Barkley, Erick",E. Barkley,erick-barkley,1978-02-21 00:00:00,St. John's,USA,St. John's/USA,6-1,185,3.0,1,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,erick_barkley,2000.0,2002.0,N,Y,Y,2000,1,28,N
76102,Don,Barksdale,Don Barksdale,"Barksdale, Don",D. Barksdale,don-barksdale,1923-03-31 00:00:00,UCLA,USA,UCLA/USA,6-6,200,4.0,17,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_don_barksdale,1951.0,1954.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1631230,Dominick,Barlow,Dominick Barlow,"Barlow, Dominick",D. Barlow,dominick-barlow,2003-05-26 00:00:00,                                   ,USA,Overtime Elite/USA,6-9,215,0.0,26,Forward,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,dominick_barlow,2022.0,2022.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630567,Scottie,Barnes,Scottie Barnes,"Barnes, Scottie",S. Barnes,scottie-barnes,2001-08-01 00:00:00,Florida State,USA,Florida State/USA,6-8,225,1.0,4,Forward,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,scottie_barnes,2021.0,2022.0,N,Y,Y,2021,1,4,N
76110,Leo,Barnhorst,Leo Barnhorst,"Barnhorst, Leo",L. Barnhorst,leo-barnhorst,1924-05-11 00:00:00,Notre Dame,USA,Notre Dame/USA,6-4,190,5.0,8-15,Forward,Inactive,N,1610610030,Olympians,INO,olympians,Indianapolis,HISTADD_barney_barnhorst,1949.0,1953.0,N,Y,Y,1949,2,,N
76114,Ernie,Barrett,Ernie Barrett,"Barrett, Ernie",E. Barrett,ernie-barrett,1929-08-27 00:00:00,Kansas State,USA,Kansas State/USA,,,2.0,,,Inactive,N,0,,,,,europelive,1953.0,2008.0,N,Y,Y,1951,1,7,N
1003,Drew,Barry,Drew Barry,"Barry, Drew",D. Barry,drew-barry,1973-02-17 00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-5,191,3.0,10,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,drew_barry,1997.0,1999.0,N,Y,Y,1996,2,57,N
600013,Rick,Barry,Rick Barry,"Barry, Rick",R. Barry,rick-barry,1944-03-28 00:00:00,Miami,USA,Miami/USA,6-7,205,10.0,24,Forward,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_rick_barry,1965.0,1979.0,N,Y,Y,1965,1,2,Y
76120,Tim,Bassett,Tim Bassett,"Bassett, Tim",T. Bassett,tim-bassett,1951-04-01 00:00:00,Georgia,USA,Georgia/USA,6-8,225,4.0,21,Forward,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,HISTADD_tim_bassett,1976.0,1979.0,N,Y,Y,1973,7,106,N
174,John,Battle,John Battle,"Battle, John",J. Battle,john-battle,1962-11-09 00:00:00,Rutgers,USA,Rutgers/USA,6-2,175,10.0,10,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,john_battle,1985.0,1994.0,N,Y,Y,1985,4,84,N
76123,Kenny,Battle,Kenny Battle,"Battle, Kenny",K. Battle,kenny-battle,1964-10-10 00:00:00,Illinois,USA,Illinois/USA,6-6,210,4.0,8,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_kenny_battle,1989.0,1992.0,N,Y,Y,1989,1,27,N
76127,Elgin,Baylor,Elgin Baylor,"Baylor, Elgin",E. Baylor,elgin-baylor,1934-09-16 00:00:00,Seattle,USA,Seattle/USA,6-5,225,14.0,22,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_elgin_baylor,1958.0,1971.0,N,Y,Y,1958,1,1,Y
1627736,Malik,Beasley,Malik Beasley,"Beasley, Malik",M. Beasley,malik-beasley,1996-11-26 00:00:00,Florida State,USA,Florida State/USA,6-4,187,6.0,5,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,malik_beasley,2016.0,2022.0,Y,Y,Y,2016,1,19,N
76136,Ernie,Beck,Ernie Beck,"Beck, Ernie",E. Beck,ernie-beck,1931-12-11 00:00:00,Pennsylvania,USA,Pennsylvania/USA,6-4,190,7.0,12,Guard,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_ernie_beck,1953.0,1960.0,N,Y,Y,1953,,,N
1627761,DeAndre',Bembry,DeAndre' Bembry,"Bembry, DeAndre'",D. Bembry,deandre-bembry,1994-07-04 00:00:00,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,6-5,210,6.0,,Guard-Forward,Inactive,N,0,,,,,deandre'_bembry,2016.0,2021.0,Y,Y,Y,2016,1,21,N
76145,Irv,Bemoras,Irv Bemoras,"Bemoras, Irv",I. Bemoras,irv-bemoras,1930-11-18 00:00:00,Illinois,USA,Illinois/USA,6-3,185,2.0,26,Forward,Inactive,N,1610612737,Hawks,STL,hawks,St. Louis,HISTADD_irv_bemoras,1953.0,1956.0,N,Y,Y,1953,,,N
1886,Jonathan,Bender,Jonathan Bender,"Bender, Jonathan",J. Bender,jonathan-bender,1981-01-30 00:00:00,Picayune HS (MS),USA,Picayune HS (MS)/USA,7-0,230,9.0,9,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,jonathan_bender,1999.0,2009.0,N,Y,Y,1999,1,5,N
203968,Jerrelle,Benimon,Jerrelle Benimon,"Benimon, Jerrelle",J. Benimon,jerrelle-benimon,1991-08-01 00:00:00,Towson,USA,Towson/USA,,,1.0,,,Inactive,N,0,,,,,jerrelle_benimon,2014.0,2014.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
104,Benoit,Benjamin,Benoit Benjamin,"Benjamin, Benoit",B. Benjamin,benoit-benjamin,1964-11-22 00:00:00,Creighton,USA,Creighton/USA,7-0,250,15.0,,Center,Inactive,N,0,,,,,benoit_benjamin,1985.0,1999.0,N,Y,Y,1985,1,3,N
203461,Anthony,Bennett,Anthony Bennett,"Bennett, Anthony",A. Bennett,anthony-bennett,1993-03-14 00:00:00,UNLV,Canada,UNLV/Canada,6-8,235,5.0,,Forward,Inactive,N,0,,,,,anthony_bennett,2013.0,2016.0,Y,Y,Y,2013,1,1,N
712,Mario,Bennett,Mario Bennett,"Bennett, Mario",M. Bennett,mario-bennett,1973-08-01 00:00:00,Arizona State,USA,Arizona State/USA,6-9,235,5.0,24,Center-Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,mario_bennett,1995.0,2002.0,N,Y,Y,1995,1,27,N
76152,Winston,Bennett,Winston Bennett,"Bennett, Winston",W. Bennett,winston-bennett,1965-02-09 00:00:00,Kentucky,USA,Kentucky/USA,6-7,210,3.0,30,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_winston_bennett,1989.0,1991.0,N,Y,Y,1988,3,64,N
1627791,Ben,Bentil,Ben Bentil,"Bentil, Ben",B. Bentil,ben-bentil,1995-03-29 00:00:00,Providence,Ghana,Providence/Ghana,6-9,235,1.0,,Forward,Inactive,N,0,,,,,ben_bentil,2016.0,2016.0,Y,Y,Y,2016,2,51,N
