game_id,official_id,first_name,last_name,jersey_num
0020000020,1180,Jack,Nies,35
0020000020,1181,Tommy,Nunez,28
0020000020,1185,Violet,Palmer,66
0020000023,1142,Dick,Bavetta,27
0020000023,1151,Sean,Corbin,33
0020000023,1193,Michael,Smith,38
0020000057,1830,Marc,Davis,64
0020000057,1199,Tom,Washington,49
0020000057,1157,Terry,Durham,31
0020000090,1144,Ted,Bernhardt,16
0020000090,1201,Leon,Wood,40
0020000090,1158,Hugh,Evans,25
0020000089,1180,Jack,Nies,35
0020000089,1185,Violet,Palmer,66
0020000089,1181,Tommy,Nunez,28
0020000136,1161,Joe,Forte,45
0020000136,1186,Blane,Reichelt,37
0020000136,1662,Bill,Kennedy,55
0020000146,1165,Luis,Grillo,8
0020000146,1179,Rodney,Mott,71
0020000146,1194,Bill,Spooner,22
0020000149,1156,Tim,Donaghy,21
0020000149,1144,Ted,Bernhardt,16
0020000149,1148,James,Capers,19
0020000256,1165,Luis,Grillo,8
0020000256,1662,Bill,Kennedy,55
0020000256,1186,Blane,Reichelt,37
0020000265,1184,Ron,Olesiak,44
0020000265,1154,Bob,Delaney,26
0020000265,1188,Leroy,Richardson,51
0020000299,1159,Kevin,Fehr,39
0020000299,1155,JB,DeRosa,14
0020000299,1142,Dick,Bavetta,27
0020000322,1163,Bernie,Fryer,7
0020000322,1148,James,Capers,19
0020000322,1661,Rashan,Michel,50
0020000323,1184,Ron,Olesiak,44
0020000323,1830,Marc,Davis,64
0020000323,1165,Luis,Grillo,8
0020000348,1179,Rodney,Mott,71
0020000348,1165,Luis,Grillo,8
0020000348,1203,Mark,Wunderlich,18
0020000369,1157,Terry,Durham,31
0020000369,1204,Derek,Richardson,63
0020000369,1181,Tommy,Nunez,28
0020000406,1164,Ron,Garretson,10
0020000406,1148,James,Capers,19
0020000406,1189,Phil,Robinson,70
0020000404,1161,Joe,Forte,45
0020000404,1186,Blane,Reichelt,37
0020000404,1176,Monty,McCutchen,58
0020000449,1184,Ron,Olesiak,44
0020000449,1167,Steve,Javie,29
0020000449,1363,Bennie,Adams,47
0020000444,1199,Tom,Washington,49
0020000444,1143,Gary,Benson,30
0020000444,1190,Eddie,Rush,32
0020000460,1155,JB,DeRosa,14
0020000460,1159,Kevin,Fehr,39
0020000460,1151,Sean,Corbin,33
0020000471,1192,Bennett,Salvatore,15
0020000471,1166,Hue,Hollins,42
0020000471,2004,Courtney,Kirkland,61
0020000492,1155,JB,DeRosa,14
0020000492,1151,Sean,Corbin,33
0020000492,1172,Jim,Kinsey,53
0020000534,1168,David,Jones,36
0020000534,1146,Tony,Brothers,56
0020000534,1155,JB,DeRosa,14
0020000562,1166,Hue,Hollins,42
0020000562,1143,Gary,Benson,30
0020000562,1181,Tommy,Nunez,28
0020000560,1147,Mike,Callahan,24
0020000560,1189,Phil,Robinson,70
0020000560,1165,Luis,Grillo,8
0020000595,1662,Bill,Kennedy,55
0020000595,1142,Dick,Bavetta,27
0020000595,1165,Luis,Grillo,8
0020000624,1148,James,Capers,19
0020000624,1170,Denise,Kantner,65
0020000624,1825,Mike,Mathis,13
0020000684,1825,Mike,Mathis,13
0020000684,1146,Tony,Brothers,56
0020000684,1828,Hank,Armstrong,46
0020000814,1166,Hue,Hollins,42
0020000814,1144,Ted,Bernhardt,16
0020000814,1172,Jim,Kinsey,53
0020000874,2004,Courtney,Kirkland,61
0020000874,1192,Bennett,Salvatore,15
0020000874,1147,Mike,Callahan,24
0020000907,1150,Jimmy,Clark,6
0020000907,1170,Denise,Kantner,65
0020000907,1197,Don,Vaden,12
0020001002,1158,Hugh,Evans,25
0020001002,1203,Mark,Wunderlich,18
0020001002,1827,George,Toliver,23
0020001001,1168,David,Jones,36
0020001001,1204,Derek,Richardson,63
0020001001,1192,Bennett,Salvatore,15
0020001026,1142,Dick,Bavetta,27
0020001026,1176,Monty,McCutchen,58
0020001026,1188,Leroy,Richardson,51
0020001054,1192,Bennett,Salvatore,15
0020001054,1825,Mike,Mathis,13
0020001054,1168,David,Jones,36
0020001075,1168,David,Jones,36
0020001075,2004,Courtney,Kirkland,61
0020001075,1155,JB,DeRosa,14
0020001108,1159,Kevin,Fehr,39
0020001108,1182,Ronnie,Nunn,34
0020001108,1184,Ron,Olesiak,44
0020001178,1148,James,Capers,19
0020001178,1163,Bernie,Fryer,7
0020001178,1165,Luis,Grillo,8
0020100136,1198,Scott,Wall,60
0020100136,1144,Ted,Bernhardt,16
0020100136,1156,Tim,Donaghy,21
0020100148,1154,Bob,Delaney,26
0020100148,1825,Mike,Mathis,13
0020100148,1159,Kevin,Fehr,39
0020100155,1146,Tony,Brothers,56
0020100155,1167,Steve,Javie,29
0020100155,2002,Derrick,Collins,54
0020100223,1827,George,Toliver,23
0020100223,1197,Don,Vaden,12
0020100223,1152,Dan,Crawford,43
0020100261,1159,Kevin,Fehr,39
0020100261,1153,Joe,Crawford,17
0020100261,1165,Luis,Grillo,8
0020100269,1154,Bob,Delaney,26
0020100269,1168,David,Jones,36
0020100269,1165,Luis,Grillo,8
0020100279,1161,Joe,Forte,45
0020100279,2003,Pat,Fraher,52
0020100279,1197,Don,Vaden,12
0020100320,1826,Jess,Kersey,20
0020100320,1204,Derek,Richardson,63
0020100320,1167,Steve,Javie,29
0020100372,1144,Ted,Bernhardt,16
0020100372,1195,Derrick,Stafford,9
0020100372,1193,Michael,Smith,38
0020100390,1662,Bill,Kennedy,55
0020100390,1167,Steve,Javie,29
0020100390,1150,Jimmy,Clark,6
0020100446,1192,Bennett,Salvatore,15
0020100446,1176,Monty,McCutchen,58
0020100446,1198,Scott,Wall,60
0020100456,1144,Ted,Bernhardt,16
0020100456,1199,Tom,Washington,49
0020100456,1174,Ken,Mauer,41
0020100514,1152,Dan,Crawford,43
0020100514,1195,Derrick,Stafford,9
0020100514,1193,Michael,Smith,38
0020100527,1144,Ted,Bernhardt,16
0020100527,1188,Leroy,Richardson,51
0020100527,1189,Phil,Robinson,70
0020100544,1363,Bennie,Adams,47
0020100544,1168,David,Jones,36
0020100544,1197,Don,Vaden,12
0020100560,1204,Derek,Richardson,63
0020100560,1194,Bill,Spooner,22
0020100560,1826,Jess,Kersey,20
0020100569,1185,Violet,Palmer,66
0020100569,1181,Tommy,Nunez,28
0020100569,1161,Joe,Forte,45
0020100622,1188,Leroy,Richardson,51
0020100622,1197,Don,Vaden,12
0020100622,1155,JB,DeRosa,14
0020100708,1200,Greg,Willard,57
0020100708,1162,Scott,Foster,48
0020100708,2003,Pat,Fraher,52
0020100712,1151,Sean,Corbin,33
0020100712,1180,Jack,Nies,35
0020100712,1826,Jess,Kersey,20
0020100750,2002,Derrick,Collins,54
0020100750,1184,Ron,Olesiak,44
0020100750,1144,Ted,Bernhardt,16
0020100765,1142,Dick,Bavetta,27
0020100765,1148,James,Capers,19
0020100765,1170,Denise,Kantner,65
0020100809,1148,James,Capers,19
0020100809,1195,Derrick,Stafford,9
0020100809,1161,Joe,Forte,45
0020100819,1192,Bennett,Salvatore,15
0020100819,2004,Courtney,Kirkland,61
0020100819,1165,Luis,Grillo,8
0020100833,1142,Dick,Bavetta,27
0020100833,1156,Tim,Donaghy,21
0020100833,1159,Kevin,Fehr,39
0020100859,1189,Phil,Robinson,70
0020100859,1151,Sean,Corbin,33
0020100859,1192,Bennett,Salvatore,15
0020100925,1188,Leroy,Richardson,51
0020100925,2147,Michael,Henderson,62
0020100925,1180,Jack,Nies,35
0020100935,1167,Steve,Javie,29
0020100935,1170,Denise,Kantner,65
0020100935,1156,Tim,Donaghy,21
0020100967,1143,Gary,Benson,30
0020100967,1164,Ron,Garretson,10
0020100967,1194,Bill,Spooner,22
0020101014,1194,Bill,Spooner,22
0020101014,1204,Derek,Richardson,63
0020101014,1201,Leon,Wood,40
0020101010,2004,Courtney,Kirkland,61
0020101010,1197,Don,Vaden,12
0020101010,1193,Michael,Smith,38
0020101020,1198,Scott,Wall,60
0020101020,1146,Tony,Brothers,56
0020101020,1153,Joe,Crawford,17
0020101024,1363,Bennie,Adams,47
0020101024,1168,David,Jones,36
0020101024,1155,JB,DeRosa,14
0020101031,2004,Courtney,Kirkland,61
0020101031,1167,Steve,Javie,29
0020101031,1181,Tommy,Nunez,28
0020101046,1201,Leon,Wood,40
0020101046,1194,Bill,Spooner,22
0020101046,1664,Gary,Zielinski,59
0020101056,1203,Mark,Wunderlich,18
0020101056,1154,Bob,Delaney,26
0020101056,1185,Violet,Palmer,66
0020101169,1197,Don,Vaden,12
0020101169,1176,Monty,McCutchen,58
0020101169,1830,Marc,Davis,64
0020200002,1164,Ron,Garretson,10
0020200002,1176,Monty,McCutchen,58
0020200002,1363,Bennie,Adams,47
0020200035,1161,Joe,Forte,45
0020200035,1185,Violet,Palmer,66
0020200035,1179,Rodney,Mott,71
0020200036,1151,Sean,Corbin,33
0020200036,1199,Tom,Washington,49
0020200036,2147,Michael,Henderson,62
0020200053,1199,Tom,Washington,49
0020200053,1194,Bill,Spooner,22
0020200053,1185,Violet,Palmer,66
0020200069,1664,Gary,Zielinski,59
0020200069,1203,Mark,Wunderlich,18
0020200069,1192,Bennett,Salvatore,15
0020200076,1153,Joe,Crawford,17
0020200076,2147,Michael,Henderson,62
0020200076,1186,Blane,Reichelt,37
0020200087,1147,Mike,Callahan,24
0020200087,1168,David,Jones,36
0020200087,1363,Bennie,Adams,47
0020200089,1826,Jess,Kersey,20
0020200089,1185,Violet,Palmer,66
0020200089,1195,Derrick,Stafford,9
0020200156,1163,Bernie,Fryer,7
0020200156,1827,George,Toliver,23
0020200156,1830,Marc,Davis,64
0020200213,2003,Pat,Fraher,52
0020200213,1147,Mike,Callahan,24
0020200213,1184,Ron,Olesiak,44
0020200235,1153,Joe,Crawford,17
0020200235,1194,Bill,Spooner,22
0020200235,2147,Michael,Henderson,62
0020200284,2002,Derrick,Collins,54
0020200284,1180,Jack,Nies,35
0020200284,1148,James,Capers,19
0020200333,1201,Leon,Wood,40
0020200333,1827,George,Toliver,23
0020200333,1163,Bernie,Fryer,7
0020200362,1146,Tony,Brothers,56
0020200362,1830,Marc,Davis,64
0020200362,1192,Bennett,Salvatore,15
0020200399,1159,Kevin,Fehr,39
0020200399,1164,Ron,Garretson,10
0020200399,1168,David,Jones,36
0020200443,2004,Courtney,Kirkland,61
0020200443,1161,Joe,Forte,45
0020200443,1826,Jess,Kersey,20
0020200665,1826,Jess,Kersey,20
0020200665,2004,Courtney,Kirkland,61
0020200665,1155,JB,DeRosa,14
0020200717,1189,Phil,Robinson,70
0020200717,1192,Bennett,Salvatore,15
0020200717,1148,James,Capers,19
0020200882,1147,Mike,Callahan,24
0020200882,1166,Hue,Hollins,42
0020200882,1193,Michael,Smith,38
0020200942,2529,Tony,Brown,68
0020200942,1188,Leroy,Richardson,51
0020200942,1197,Don,Vaden,12
0020201089,1147,Mike,Callahan,24
0020201089,1142,Dick,Bavetta,27
0020201089,1159,Kevin,Fehr,39
0020201119,1155,JB,DeRosa,14
0020201119,1151,Sean,Corbin,33
0020201119,1664,Gary,Zielinski,59
0020300001,1186,Blane,Reichelt,37
0020300001,1198,Scott,Wall,60
0020300001,1192,Bennett,Salvatore,15
0020300002,1159,Kevin,Fehr,39
0020300002,1167,Steve,Javie,29
0020300002,1195,Derrick,Stafford,9
0020300003,1153,Joe,Crawford,17
0020300003,1189,Phil,Robinson,70
0020300003,1203,Mark,Wunderlich,18
0020300009,2003,Pat,Fraher,52
0020300009,1168,David,Jones,36
0020300009,1163,Bernie,Fryer,7
0020300007,1165,Luis,Grillo,8
0020300007,1190,Eddie,Rush,32
0020300007,2147,Michael,Henderson,62
0020300004,2530,Ed,Malloy,73
0020300004,1826,Jess,Kersey,20
0020300004,1155,JB,DeRosa,14
0020300011,1147,Mike,Callahan,24
0020300011,1664,Gary,Zielinski,59
0020300011,1162,Scott,Foster,48
0020300012,1189,Phil,Robinson,70
0020300012,1156,Tim,Donaghy,21
0020300012,1203,Mark,Wunderlich,18
0020300014,1204,Derek,Richardson,63
0020300014,1363,Bennie,Adams,47
0020300014,1164,Ron,Garretson,10
0020300013,1174,Ken,Mauer,41
0020300013,1161,Joe,Forte,45
0020300013,1179,Rodney,Mott,71
0020300006,1142,Dick,Bavetta,27
0020300006,1193,Michael,Smith,38
0020300006,1144,Ted,Bernhardt,16
0020300008,2529,Tony,Brown,68
0020300008,1148,James,Capers,19
0020300008,1200,Greg,Willard,57
0020300010,1180,Jack,Nies,35
0020300010,2531,Troy,Raymond,56
0020300010,1201,Leon,Wood,40
0020300005,2002,Derrick,Collins,54
0020300005,1154,Bob,Delaney,26
0020300005,1151,Sean,Corbin,33
0020300015,1188,Leroy,Richardson,51
0020300015,1176,Monty,McCutchen,13
0020300015,1194,Bill,Spooner,22
0020300016,2534,Zach,Zarba,58
0020300016,1146,Tony,Brothers,25
0020300016,1152,Dan,Crawford,43
0020300018,1664,Gary,Zielinski,59
0020300018,1162,Scott,Foster,48
0020300018,1147,Mike,Callahan,24
0020300017,1195,Derrick,Stafford,9
0020300017,1167,Steve,Javie,29
0020300017,1159,Kevin,Fehr,39
0020300026,1161,Joe,Forte,45
0020300026,1179,Rodney,Mott,71
0020300026,1174,Ken,Mauer,41
0020300025,1662,Bill,Kennedy,55
0020300025,1194,Bill,Spooner,22
0020300025,1176,Monty,McCutchen,13
0020300022,1155,JB,DeRosa,14
0020300022,1826,Jess,Kersey,20
0020300022,2004,Courtney,Kirkland,61
0020300023,1163,Bernie,Fryer,7
0020300023,1143,Gary,Benson,30
0020300023,1168,David,Jones,36
0020300024,2529,Tony,Brown,68
0020300024,1200,Greg,Willard,57
0020300024,1184,Ron,Olesiak,44
0020300020,2534,Zach,Zarba,58
0020300020,1152,Dan,Crawford,43
0020300020,1146,Tony,Brothers,25
0020300021,1180,Jack,Nies,35
0020300021,1830,Marc,Davis,34
0020300021,1201,Leon,Wood,40
0020300019,1186,Blane,Reichelt,37
0020300019,2530,Ed,Malloy,73
0020300019,1192,Bennett,Salvatore,15
0020300028,1826,Jess,Kersey,20
0020300028,1198,Scott,Wall,31
0020300028,1155,JB,DeRosa,14
0020300027,1200,Greg,Willard,57
0020300027,1148,James,Capers,19
0020300027,1204,Derek,Richardson,63
0020300033,1159,Kevin,Fehr,39
0020300033,1150,Jimmy,Clark,6
0020300033,1151,Sean,Corbin,33
0020300035,1827,George,Toliver,23
0020300035,1142,Dick,Bavetta,27
0020300035,1193,Michael,Smith,38
0020300037,2002,Derrick,Collins,54
0020300037,1185,Violet,Palmer,12
0020300037,1199,Tom,Washington,49
0020300030,1195,Derrick,Stafford,9
0020300030,1167,Steve,Javie,29
0020300030,2003,Pat,Fraher,52
0020300036,1156,Tim,Donaghy,21
0020300036,1189,Phil,Robinson,70
0020300036,1203,Mark,Wunderlich,18
0020300038,1174,Ken,Mauer,41
0020300038,1161,Joe,Forte,45
0020300038,1179,Rodney,Mott,71
0020300032,2004,Courtney,Kirkland,61
0020300032,1192,Bennett,Salvatore,15
0020300032,1186,Blane,Reichelt,37
0020300039,1664,Gary,Zielinski,59
0020300039,1147,Mike,Callahan,24
0020300039,1162,Scott,Foster,48
0020300034,1165,Luis,Grillo,8
0020300034,1190,Eddie,Rush,32
0020300034,2147,Michael,Henderson,62
0020300031,2531,Troy,Raymond,56
0020300031,1180,Jack,Nies,35
0020300031,1201,Leon,Wood,40
0020300029,1168,David,Jones,36
0020300029,1163,Bernie,Fryer,7
0020300029,1143,Gary,Benson,30
0020300040,2001,Jason,Phillips,67
0020300040,1154,Bob,Delaney,26
0020300040,1184,Ron,Olesiak,44
0020300044,2534,Zach,Zarba,58
0020300044,1146,Tony,Brothers,25
0020300044,1152,Dan,Crawford,43
0020300045,1165,Luis,Grillo,8
0020300045,2003,Pat,Fraher,52
0020300045,1190,Eddie,Rush,32
0020300047,1185,Violet,Palmer,12
0020300047,2002,Derrick,Collins,54
0020300047,1199,Tom,Washington,49
0020300043,1156,Tim,Donaghy,21
0020300043,2529,Tony,Brown,68
0020300043,1150,Jimmy,Clark,6
0020300046,1184,Ron,Olesiak,44
0020300046,2001,Jason,Phillips,67
0020300046,1154,Bob,Delaney,26
0020300041,1163,Bernie,Fryer,7
0020300041,2147,Michael,Henderson,62
0020300041,1168,David,Jones,36
0020300042,1204,Derek,Richardson,63
0020300042,1148,James,Capers,19
0020300042,1164,Ron,Garretson,10
0020300050,1144,Ted,Bernhardt,16
0020300050,2005,Matt,Boland,46
0020300050,1142,Dick,Bavetta,27
0020300048,2531,Troy,Raymond,56
0020300048,1826,Jess,Kersey,20
0020300048,1155,JB,DeRosa,14
0020300049,2530,Ed,Malloy,73
0020300049,1147,Mike,Callahan,24
0020300049,1151,Sean,Corbin,33
0020300056,1827,George,Toliver,23
0020300056,1164,Ron,Garretson,10
0020300056,1193,Michael,Smith,38
0020300060,1199,Tom,Washington,49
0020300060,2002,Derrick,Collins,54
0020300060,1185,Violet,Palmer,12
0020300061,2001,Jason,Phillips,67
0020300061,1154,Bob,Delaney,26
0020300061,1184,Ron,Olesiak,44
0020300054,1150,Jimmy,Clark,6
0020300054,1169,Anthony,Jordan,72
0020300054,1159,Kevin,Fehr,39
0020300052,1189,Phil,Robinson,70
0020300052,1156,Tim,Donaghy,21
0020300052,1153,Joe,Crawford,17
0020300053,1167,Steve,Javie,29
0020300053,1195,Derrick,Stafford,9
0020300053,1664,Gary,Zielinski,59
0020300058,1204,Derek,Richardson,63
0020300058,1142,Dick,Bavetta,27
0020300058,1144,Ted,Bernhardt,16
0020300059,1363,Bennie,Adams,47
0020300059,1200,Greg,Willard,57
0020300059,1148,James,Capers,19
0020300057,1192,Bennett,Salvatore,15
0020300057,1186,Blane,Reichelt,37
0020300057,2530,Ed,Malloy,73
0020300055,2003,Pat,Fraher,52
0020300055,1152,Dan,Crawford,43
0020300055,1174,Ken,Mauer,41
0020300062,1174,Ken,Mauer,41
0020300062,2003,Pat,Fraher,52
0020300062,1152,Dan,Crawford,43
0020300064,1826,Jess,Kersey,20
0020300064,1180,Jack,Nies,35
0020300064,1830,Marc,Davis,34
0020300063,1162,Scott,Foster,48
0020300063,2005,Matt,Boland,46
0020300063,1147,Mike,Callahan,24
0020300066,2534,Zach,Zarba,58
0020300066,1179,Rodney,Mott,71
0020300066,1190,Eddie,Rush,32
0020300076,1148,James,Capers,19
0020300076,1200,Greg,Willard,57
0020300076,1363,Bennie,Adams,47
0020300065,1193,Michael,Smith,38
0020300065,1203,Mark,Wunderlich,18
0020300065,1142,Dick,Bavetta,27
0020300070,1155,JB,DeRosa,14
0020300070,1198,Scott,Wall,31
0020300070,1176,Monty,McCutchen,13
0020300067,1150,Jimmy,Clark,6
0020300067,1664,Gary,Zielinski,59
0020300067,1147,Mike,Callahan,24
0020300075,2531,Troy,Raymond,56
0020300075,1201,Leon,Wood,40
0020300075,1194,Bill,Spooner,22
0020300072,1827,George,Toliver,23
